date,home_team,away_team,home_score,away_score
2023-09-02,James Madison,Bucknell,38,3
2023-09-02,Charlotte,South Carolina State,24,3
2023-09-02,Georgia Southern,The Citadel,34,0
2023-09-02,USC,Nevada,66,14
2023-09-02,Florida International,Maine,14,12
2023-09-02,Vanderbilt,Alabama A&M,47,13
2023-09-02,Troy,Stephen F. Austin,48,30
2023-09-02,Houston,UTSA,17,14
2023-09-02,Colorado State,Washington State,24,50
2023-09-02,Southern Miss,Alcorn State,40,14
2023-09-02,Memphis,Bethune-Cookman,56,14
2023-09-02,Oklahoma State,Central Arkansas,27,13
2023-09-02,UL Monroe,Army,17,13
2023-09-02,Kansas State,Southeast Missouri State,45,0
2023-09-02,Texas A&M,New Mexico,52,10
2023-09-02,Baylor,Texas State,31,42
2023-09-02,North Carolina,South Carolina,31,17
2023-09-02,Illinois,Toledo,30,28
2023-09-02,Louisiana,Northwestern State,38,13
2023-09-02,Penn State,West Virginia,38,15
2023-09-02,Wyoming,Texas Tech,35,33
2023-09-02,Alabama,Middle Tennessee,56,7
2023-09-03,Tulane,South Alabama,37,17
2023-09-03,Virginia Tech,Old Dominion,36,17
2023-09-03,New Mexico State,Western Illinois,58,21
2023-09-03,UTEP,Incarnate Word,28,14
2023-09-03,Arizona,Northern Arizona,38,3
2023-09-03,BYU,Sam Houston,14,0
2023-09-03,UCLA,Coastal Carolina,27,13
2023-09-03,San Diego State,Idaho State,36,28
2023-09-03,Rutgers,Northwestern,24,7
2023-09-03,San José State,Oregon State,17,42
2023-09-03,Florida State,LSU,45,24
2023-09-05,Duke,Clemson,28,7
2023-09-07,Louisville,Murray State,56,0
2023-09-08,Indiana,Indiana State,41,7
2023-09-08,Kansas,Illinois,34,23
2023-09-09,Wake Forest,Vanderbilt,36,20
2023-09-09,Penn State,Delaware,63,7
2023-09-09,Virginia,James Madison,35,36
2023-09-09,Boston College,Holy Cross,31,28
2023-09-09,NC State,Notre Dame,24,45
2023-09-09,Baylor,Utah,13,20
2023-09-09,Virginia Tech,Purdue,17,24
2023-09-09,Georgia,Ball State,45,3
2023-09-09,Ohio State,Youngstown State,35,7
2023-09-09,Army,Delaware State,57,0
2023-09-09,Colorado,Nebraska,36,14
2023-09-09,Kansas State,Troy,42,13
2023-09-09,Georgia Tech,South Carolina State,48,13
2023-09-09,Central Michigan,New Hampshire,45,42
2023-09-09,Bowling Green,Eastern Illinois,38,15
2023-09-09,Clemson,Charleston Southern,66,17
2023-09-09,Kentucky,Eastern Kentucky,28,17
2023-09-09,BYU,Southern Utah,41,16
2023-09-09,Massachusetts,Miami (OH),28,41
2023-09-09,Northwestern,UTEP,38,7
2023-09-09,Toledo,Texas Southern,71,3
2023-09-09,Northern Illinois,Southern Illinois,11,14
2023-09-09,Tulane,Ole Miss,20,37
2023-09-09,Michigan,UNLV,35,7
2023-09-09,Miami,Texas A&M,48,33
2023-09-09,Iowa State,Iowa,13,20
2023-09-09,UTSA,Texas State,20,13
2023-09-09,Michigan State,Richmond,45,14
2023-09-09,Navy,Wagner,24,0
2023-09-09,Syracuse,Western Michigan,48,7
2023-09-09,San José State,Cal Poly,59,3
2023-09-09,East Carolina,Marshall,13,31
2023-09-09,Wyoming,Portland State,31,17
2023-09-09,Arkansas,Kent State,28,6
2023-09-09,Tennessee,Austin Peay,30,13
2023-09-09,Washington,Tulsa,43,10
2023-09-09,South Alabama,SE Louisiana,35,17
2023-09-09,North Carolina,App State,40,34
2023-09-09,Oklahoma,SMU,28,11
2023-09-09,Old Dominion,Louisiana,38,31
2023-09-09,Liberty,New Mexico State,33,17
2023-09-09,Buffalo,Fordham,37,40
2023-09-09,Akron,Morgan State,24,21
2023-09-09,Duke,Lafayette,42,7
2023-09-09,Florida Atlantic,Ohio,10,17
2023-09-09,Georgia Southern,UAB,49,35
2023-09-09,West Virginia,Duquesne,56,17
2023-09-09,Florida International,North Texas,46,39
2023-09-09,Pittsburgh,Cincinnati,21,27
2023-09-09,Nevada,Idaho,6,33
2023-09-09,Missouri,Middle Tennessee,23,19
2023-09-09,Arkansas State,Memphis,3,37
2023-09-09,Louisiana Tech,Northwestern State,51,21
2023-09-09,Boise State,UCF,16,18
2023-09-09,Rice,Houston,43,41
2023-09-09,Georgia State,UConn,35,14
2023-09-09,Western Kentucky,Houston Christian,52,22
2023-09-09,Alabama,Texas,24,34
2023-09-09,Coastal Carolina,Jacksonville State,30,16
2023-09-09,South Florida,Florida A&M,38,24
2023-09-09,Texas Tech,Oregon,30,38
2023-09-09,LSU,Grambling,72,10
2023-09-09,Rutgers,Temple,36,7
2023-09-09,Florida,McNeese,49,7
2023-09-09,Maryland,Charlotte,38,20
2023-09-09,Mississippi State,Arizona,31,24
2023-09-09,San Diego State,UCLA,10,35
2023-09-09,Minnesota,Eastern Michigan,25,6
2023-09-09,Washington State,Wisconsin,31,22
2023-09-09,South Carolina,Furman,47,21
2023-09-10,TCU,Nicholls,41,6
2023-09-10,Utah State,Idaho State,78,28
2023-09-10,Sam Houston,Air Force,3,13
2023-09-10,UL Monroe,Lamar,24,14
2023-09-10,New Mexico,Tennessee Tech,56,10
2023-09-10,Florida State,Southern Miss,66,13
2023-09-10,Oregon State,UC Davis,55,7
2023-09-10,Fresno State,Eastern Washington,34,31
2023-09-10,California,Auburn,10,14
2023-09-10,Arizona State,Oklahoma State,15,27
2023-09-10,USC,Stanford,56,10
2023-09-10,Hawai'i,UAlbany,31,20
2023-09-14,Memphis,Navy,28,24
2023-09-14,Miami,Bethune-Cookman,48,7
2023-09-15,UTSA,Army,29,37
2023-09-15,Maryland,Virginia,42,14
2023-09-16,Air Force,Utah State,39,21
2023-09-16,Wisconsin,Georgia Southern,35,14
2023-09-16,Boise State,North Dakota,42,18
2023-09-16,Baylor,Long Island University,30,7
2023-09-16,Illinois,Penn State,13,30
2023-09-16,Mississippi State,LSU,14,41
2023-09-16,Old Dominion,Wake Forest,24,27
2023-09-16,Buffalo,Liberty,27,55
2023-09-16,Ohio,Iowa State,10,7
2023-09-16,Missouri,Kansas State,30,27
2023-09-16,Indiana,Louisville,14,21
2023-09-16,Boston College,Florida State,29,31
2023-09-16,Kent State,Central Connecticut,38,10
2023-09-16,Utah,Weber State,31,7
2023-09-16,Temple,Norfolk State,41,9
2023-09-16,NC State,VMI,45,7
2023-09-16,Eastern Michigan,Massachusetts,19,17
2023-09-16,Ball State,Indiana State,45,7
2023-09-16,Notre Dame,Central Michigan,41,17
2023-09-16,North Carolina,Minnesota,31,13
2023-09-16,Iowa,Western Michigan,41,10
2023-09-16,Rutgers,Virginia Tech,35,16
2023-09-16,Georgia,South Carolina,24,14
2023-09-16,Duke,Northwestern,38,14
2023-09-16,Oregon State,San Diego State,26,9
2023-09-16,South Florida,Alabama,3,17
2023-09-16,UConn,Florida International,17,24
2023-09-16,App State,East Carolina,43,28
2023-09-16,Tulsa,Oklahoma,17,66
2023-09-16,California,Idaho,31,17
2023-09-16,Ohio State,Western Kentucky,63,10
2023-09-16,Texas A&M,UL Monroe,47,3
2023-09-16,Southern Miss,Tulane,3,21
2023-09-16,Michigan State,Washington,7,41
2023-09-16,UCLA,North Carolina Central,59,7
2023-09-16,Washington State,Northern Colorado,64,21
2023-09-16,Charlotte,Georgia State,25,41
2023-09-16,UCF,Villanova,48,14
2023-09-16,Oklahoma State,South Alabama,7,33
2023-09-16,Toledo,San José State,21,17
2023-09-16,Middle Tennessee,Murray State,35,14
2023-09-16,UAB,Louisiana,21,41
2023-09-16,Florida,Tennessee,29,16
2023-09-16,Auburn,Samford,45,13
2023-09-16,Louisiana Tech,North Texas,37,40
2023-09-16,UNLV,Vanderbilt,40,37
2023-09-16,SMU,Prairie View A&M,69,0
2023-09-16,Rice,Texas Southern,59,7
2023-09-16,Coastal Carolina,Duquesne,66,7
2023-09-16,Arkansas State,Stony Brook,31,7
2023-09-16,Troy,James Madison,14,16
2023-09-16,Cincinnati,Miami (OH),24,31
2023-09-16,Nebraska,Northern Illinois,35,11
2023-09-16,Texas Tech,Tarleton State,41,3
2023-09-16,Kentucky,Akron,35,3
2023-09-16,West Virginia,Pittsburgh,17,6
2023-09-16,Michigan,Bowling Green,31,6
2023-09-16,Arkansas,BYU,31,38
2023-09-16,Ole Miss,Georgia Tech,48,23
2023-09-16,Purdue,Syracuse,20,35
2023-09-17,Texas,Wyoming,31,10
2023-09-17,Houston,TCU,13,36
2023-09-17,Clemson,Florida Atlantic,48,14
2023-09-17,Oregon,Hawai'i,55,10
2023-09-17,Stanford,Sacramento State,23,30
2023-09-17,New Mexico,New Mexico State,17,27
2023-09-17,Texas State,Jackson State,77,34
2023-09-17,Colorado,Colorado State,43,35
2023-09-17,Nevada,Kansas,24,31
2023-09-17,Arizona State,Fresno State,0,29
2023-09-17,Arizona,UTEP,31,10
2023-09-21,Coastal Carolina,Georgia State,17,30
2023-09-22,Purdue,Wisconsin,17,38
2023-09-22,Virginia,NC State,21,24
2023-09-23,San Diego State,Boise State,31,34
2023-09-23,San José State,Air Force,20,45
2023-09-23,TCU,SMU,34,17
2023-09-23,Marshall,Virginia Tech,24,17
2023-09-23,Northern Illinois,Tulsa,14,22
2023-09-23,Cincinnati,Oklahoma,6,20
2023-09-23,Troy,Western Kentucky,27,24
2023-09-23,Michigan,Rutgers,31,7
2023-09-23,Clemson,Florida State,24,31
2023-09-23,Syracuse,Army,29,16
2023-09-23,Vanderbilt,Kentucky,28,45
2023-09-23,Texas A&M,Auburn,27,10
2023-09-23,Toledo,Western Michigan,49,31
2023-09-23,Ball State,Georgia Southern,3,40
2023-09-23,Louisville,Boston College,56,28
2023-09-23,Oregon,Colorado,42,6
2023-09-23,Utah,UCLA,14,7
2023-09-23,Illinois,Florida Atlantic,23,17
2023-09-23,Kansas,BYU,38,27
2023-09-23,UConn,Duke,7,41
2023-09-23,Michigan State,Maryland,9,31
2023-09-23,Old Dominion,East Texas A&M,10,9
2023-09-23,Temple,Miami,7,41
2023-09-23,Nebraska,Louisiana Tech,28,14
2023-09-23,Miami (OH),Delaware State,62,20
2023-09-23,West Virginia,Texas Tech,20,13
2023-09-23,Alabama,Ole Miss,24,10
2023-09-23,Massachusetts,New Mexico,31,34
2023-09-23,Bowling Green,Ohio,7,38
2023-09-23,Iowa State,Oklahoma State,34,27
2023-09-23,South Florida,Rice,42,29
2023-09-23,Tennessee,UTSA,45,14
2023-09-23,Jacksonville State,Eastern Michigan,21,0
2023-09-23,South Alabama,Central Michigan,30,34
2023-09-23,East Carolina,Gardner-Webb,44,0
2023-09-23,Florida International,Liberty,6,38
2023-09-23,Wake Forest,Georgia Tech,16,30
2023-09-23,Tulane,Nicholls,36,7
2023-09-23,LSU,Arkansas,34,31
2023-09-23,Washington State,Oregon State,38,35
2023-09-23,Middle Tennessee,Colorado State,23,31
2023-09-23,Houston,Sam Houston,38,7
2023-09-23,Texas State,Nevada,35,24
2023-09-23,Arkansas State,Southern Miss,44,37
2023-09-23,Florida,Charlotte,22,7
2023-09-23,Stanford,Arizona,20,21
2023-09-23,Wyoming,App State,22,19
2023-09-23,Notre Dame,Ohio State,14,17
2023-09-23,Baylor,Texas,6,38
2023-09-23,South Carolina,Mississippi State,37,30
2023-09-23,Missouri,Memphis,34,27
2023-09-23,Georgia,UAB,49,21
2023-09-23,Penn State,Iowa,31,0
2023-09-23,Northwestern,Minnesota,37,34
2023-09-23,Indiana,Akron,29,27
2023-09-23,Louisiana,Buffalo,45,38
2023-09-24,Kansas State,UCF,44,31
2023-09-24,Pittsburgh,North Carolina,24,41
2023-09-24,Utah State,James Madison,38,45
2023-09-24,UTEP,UNLV,28,45
2023-09-24,Fresno State,Kent State,53,10
2023-09-24,Washington,California,59,32
2023-09-24,Arizona State,USC,28,42
2023-09-24,Hawai'i,New Mexico State,20,17
2023-09-28,Western Kentucky,Middle Tennessee,31,10
2023-09-28,Tulsa,Temple,48,26
2023-09-29,Sam Houston,Jacksonville State,28,35
2023-09-29,NC State,Louisville,10,13
2023-09-30,UTEP,Louisiana Tech,10,24
2023-09-30,Oregon State,Utah,21,7
2023-09-30,BYU,Cincinnati,35,27
2023-09-30,Syracuse,Clemson,14,31
2023-09-30,Arkansas,Texas A&M,22,34
2023-09-30,Kentucky,Florida,33,14
2023-09-30,James Madison,South Alabama,31,23
2023-09-30,UConn,Utah State,33,34
2023-09-30,Akron,Buffalo,10,13
2023-09-30,Minnesota,Louisiana,35,24
2023-09-30,Colorado,USC,41,48
2023-09-30,Tulane,UAB,35,23
2023-09-30,Northwestern,Penn State,13,41
2023-09-30,Central Michigan,Eastern Michigan,26,23
2023-09-30,Boston College,Virginia,27,24
2023-09-30,Kent State,Miami (OH),3,23
2023-09-30,California,Arizona State,24,21
2023-09-30,Texas Tech,Houston,49,28
2023-09-30,Rutgers,Wagner,52,3
2023-09-30,Texas,Kansas,40,14
2023-09-30,UCF,Baylor,35,36
2023-09-30,Toledo,Northern Illinois,35,33
2023-09-30,Georgia Tech,Bowling Green,27,38
2023-09-30,Nebraska,Michigan,7,45
2023-09-30,Western Michigan,Ball State,42,24
2023-09-30,Purdue,Illinois,44,19
2023-09-30,Marshall,Old Dominion,41,35
2023-09-30,Navy,South Florida,30,44
2023-09-30,Auburn,Georgia,20,27
2023-09-30,Maryland,Indiana,44,17
2023-09-30,Massachusetts,Arkansas State,28,52
2023-09-30,Vanderbilt,Missouri,21,38
2023-09-30,Memphis,Boise State,35,32
2023-09-30,UNLV,Hawai'i,44,20
2023-09-30,Wyoming,New Mexico,35,26
2023-09-30,Ole Miss,LSU,55,49
2023-09-30,Stanford,Oregon,6,42
2023-09-30,Georgia State,Troy,7,28
2023-09-30,Colorado State,Utah Tech,41,20
2023-09-30,Georgia Southern,Coastal Carolina,38,28
2023-09-30,Rice,East Carolina,24,17
2023-09-30,Oklahoma,Iowa State,50,20
2023-09-30,North Texas,Abilene Christian,45,31
2023-09-30,Southern Miss,Texas State,36,50
2023-09-30,SMU,Charlotte,34,16
2023-09-30,Duke,Notre Dame,14,21
2023-09-30,Tennessee,South Carolina,41,20
2023-09-30,Iowa,Michigan State,26,16
2023-10-01,Air Force,San Diego State,49,10
2023-10-01,TCU,West Virginia,21,24
2023-10-01,Virginia Tech,Pittsburgh,38,21
2023-10-01,UL Monroe,App State,40,41
2023-10-01,Mississippi State,Alabama,17,40
2023-10-01,Arizona,Washington,24,31
2023-10-01,Fresno State,Nevada,27,9
2023-10-05,Middle Tennessee,Jacksonville State,30,45
2023-10-05,New Mexico State,Florida International,34,17
2023-10-05,Liberty,Sam Houston,21,16
2023-10-06,Louisiana Tech,Western Kentucky,28,35
2023-10-06,Oklahoma State,Kansas State,29,21
2023-10-07,Illinois,Nebraska,7,20
2023-10-07,Mississippi State,Western Michigan,41,28
2023-10-07,Virginia,William & Mary,27,13
2023-10-07,Ohio State,Maryland,37,17
2023-10-07,Wisconsin,Rutgers,24,13
2023-10-07,Texas,Oklahoma,30,34
2023-10-07,Army,Boston College,24,27
2023-10-07,Missouri,LSU,39,49
2023-10-07,Massachusetts,Toledo,24,41
2023-10-07,Buffalo,Central Michigan,37,13
2023-10-07,Temple,UTSA,34,49
2023-10-07,NC State,Marshall,48,41
2023-10-07,UCLA,Washington State,25,17
2023-10-07,Northwestern,Howard,23,20
2023-10-07,Akron,Northern Illinois,14,55
2023-10-07,Miami (OH),Bowling Green,27,0
2023-10-07,Ohio,Kent State,42,17
2023-10-07,Iowa,Purdue,20,14
2023-10-07,Louisiana,Texas State,34,30
2023-10-07,Florida State,Virginia Tech,39,17
2023-10-07,North Carolina,Syracuse,40,7
2023-10-07,Navy,North Texas,27,24
2023-10-07,Texas A&M,Alabama,20,26
2023-10-07,Clemson,Wake Forest,17,12
2023-10-07,Eastern Michigan,Ball State,24,10
2023-10-07,Florida,Vanderbilt,38,14
2023-10-07,Troy,Arkansas State,37,3
2023-10-07,Kansas,UCF,51,22
2023-10-07,UAB,South Florida,56,35
2023-10-07,Rice,UConn,31,38
2023-10-07,Florida Atlantic,Tulsa,20,17
2023-10-07,Arizona State,Colorado,24,27
2023-10-07,UL Monroe,South Alabama,7,55
2023-10-07,Georgia,Kentucky,51,13
2023-10-07,Southern Miss,Old Dominion,13,17
2023-10-07,Ole Miss,Arkansas,27,20
2023-10-07,Minnesota,Michigan,10,52
2023-10-07,Louisville,Notre Dame,33,20
2023-10-08,Baylor,Texas Tech,14,39
2023-10-08,Wyoming,Fresno State,24,19
2023-10-08,Miami,Georgia Tech,20,23
2023-10-08,Boise State,San José State,35,27
2023-10-08,Iowa State,TCU,27,14
2023-10-08,Utah State,Colorado State,44,24
2023-10-08,California,Oregon State,40,52
2023-10-08,USC,Arizona,43,41
2023-10-10,Middle Tennessee,Louisiana Tech,31,23
2023-10-10,App State,Coastal Carolina,24,27
2023-10-10,Jacksonville State,Liberty,13,31
2023-10-11,Florida International,UTEP,14,27
2023-10-12,New Mexico State,Sam Houston,27,13
2023-10-12,Houston,West Virginia,41,39
2023-10-12,East Carolina,SMU,10,31
2023-10-13,Memphis,Tulane,21,31
2023-10-14,Utah State,Fresno State,32,37
2023-10-14,Colorado,Stanford,43,46
2023-10-14,Purdue,Ohio State,7,41
2023-10-14,Vanderbilt,Georgia,20,37
2023-10-14,Cincinnati,Iowa State,10,30
2023-10-14,North Texas,Temple,45,14
2023-10-14,James Madison,Georgia Southern,41,13
2023-10-14,Rutgers,Michigan State,27,24
2023-10-14,Michigan,Indiana,52,7
2023-10-14,Eastern Michigan,Kent State,28,14
2023-10-14,Florida State,Syracuse,41,3
2023-10-14,Alabama,Arkansas,24,21
2023-10-14,Ball State,Toledo,6,13
2023-10-14,Charlotte,Navy,0,14
2023-10-14,Utah,California,34,14
2023-10-14,Virginia Tech,Wake Forest,30,13
2023-10-14,Tennessee,Texas A&M,20,13
2023-10-14,South Carolina,Florida,39,41
2023-10-14,Western Michigan,Miami (OH),21,34
2023-10-14,Penn State,Massachusetts,63,0
2023-10-14,TCU,BYU,44,11
2023-10-14,Oklahoma State,Kansas,39,32
2023-10-14,Army,Troy,0,19
2023-10-14,South Florida,Florida Atlantic,14,56
2023-10-14,Washington,Oregon,36,33
2023-10-14,Buffalo,Bowling Green,14,24
2023-10-14,Maryland,Illinois,24,27
2023-10-14,Central Michigan,Akron,17,10
2023-10-14,Wisconsin,Iowa,6,15
2023-10-14,Northern Illinois,Ohio,23,13
2023-10-14,Nevada,UNLV,27,45
2023-10-14,New Mexico,San José State,24,52
2023-10-14,Pittsburgh,Louisville,38,21
2023-10-14,Texas Tech,Kansas State,21,38
2023-10-14,Texas State,UL Monroe,21,20
2023-10-14,Washington State,Arizona,6,44
2023-10-14,Georgia State,Marshall,41,24
2023-10-14,LSU,Auburn,48,18
2023-10-14,Air Force,Wyoming,34,27
2023-10-14,Kentucky,Missouri,21,38
2023-10-14,North Carolina,Miami,41,31
2023-10-14,Notre Dame,USC,48,20
2023-10-15,Duke,NC State,24,3
2023-10-15,UTSA,UAB,41,20
2023-10-15,Oregon State,UCLA,36,24
2023-10-15,Colorado State,Boise State,31,30
2023-10-15,Hawai'i,San Diego State,34,41
2023-10-17,Liberty,Middle Tennessee,42,35
2023-10-17,Jacksonville State,Western Kentucky,20,17
2023-10-17,South Alabama,Southern Miss,55,3
2023-10-18,Sam Houston,Florida International,27,33
2023-10-19,UTEP,New Mexico State,7,28
2023-10-19,Marshall,James Madison,9,20
2023-10-19,Tulsa,Rice,10,42
2023-10-20,Temple,SMU,0,55
2023-10-21,Ohio State,Penn State,20,12
2023-10-21,Navy,Air Force,6,17
2023-10-21,UAB,Memphis,21,45
2023-10-21,Indiana,Rutgers,14,31
2023-10-21,Oklahoma,UCF,31,29
2023-10-21,Arkansas,Mississippi State,3,7
2023-10-21,Ohio,Western Michigan,20,17
2023-10-21,Georgia Tech,Boston College,23,38
2023-10-21,Cincinnati,Baylor,29,32
2023-10-21,Bowling Green,Akron,41,14
2023-10-21,Georgia Southern,UL Monroe,38,28
2023-10-21,East Carolina,Charlotte,7,10
2023-10-21,Nebraska,Northwestern,17,9
2023-10-21,West Virginia,Oklahoma State,34,48
2023-10-21,Illinois,Wisconsin,21,25
2023-10-21,Oregon,Washington State,38,24
2023-10-21,UConn,South Florida,21,24
2023-10-21,Northern Illinois,Eastern Michigan,20,13
2023-10-21,Missouri,South Carolina,34,12
2023-10-21,Ball State,Central Michigan,24,17
2023-10-21,Wake Forest,Pittsburgh,21,17
2023-10-21,Kent State,Buffalo,6,24
2023-10-21,Tulane,North Texas,35,28
2023-10-21,Iowa,Minnesota,10,12
2023-10-21,Alabama,Tennessee,34,20
2023-10-21,Houston,Texas,24,31
2023-10-21,Miami (OH),Toledo,17,21
2023-10-21,Florida Atlantic,UTSA,10,36
2023-10-21,New Mexico,Hawai'i,42,21
2023-10-21,North Carolina,Virginia,27,31
2023-10-21,UNLV,Colorado State,25,23
2023-10-21,Old Dominion,App State,28,21
2023-10-21,Arkansas State,Coastal Carolina,17,27
2023-10-21,BYU,Texas Tech,27,14
2023-10-21,San José State,Utah State,42,21
2023-10-21,Kansas State,TCU,41,3
2023-10-21,Auburn,Ole Miss,21,28
2023-10-21,Florida State,Duke,38,20
2023-10-21,LSU,Army,62,0
2023-10-21,Michigan State,Michigan,0,49
2023-10-22,Louisiana,Georgia State,17,20
2023-10-22,Miami,Clemson,28,20
2023-10-22,USC,Utah,32,34
2023-10-22,San Diego State,Nevada,0,6
2023-10-22,Stanford,UCLA,7,42
2023-10-22,Washington,Arizona State,15,7
2023-10-24,Louisiana Tech,New Mexico State,24,27
2023-10-24,Western Kentucky,Liberty,29,42
2023-10-25,Florida International,Jacksonville State,16,41
2023-10-26,Sam Houston,UTEP,34,37
2023-10-26,Georgia Southern,Georgia State,44,27
2023-10-26,Virginia Tech,Syracuse,38,10
2023-10-27,Charlotte,Florida Atlantic,16,38
2023-10-28,Kansas,Oklahoma,38,33
2023-10-28,Penn State,Indiana,33,24
2023-10-28,Wake Forest,Florida State,16,41
2023-10-28,Army,Massachusetts,14,21
2023-10-28,Boston College,UConn,21,14
2023-10-28,UCF,West Virginia,28,41
2023-10-28,Kansas State,Houston,41,0
2023-10-28,Northwestern,Maryland,33,27
2023-10-28,Texas A&M,South Carolina,30,17
2023-10-28,SMU,Tulsa,69,10
2023-10-28,Eastern Michigan,Western Michigan,21,45
2023-10-28,NC State,Clemson,24,17
2023-10-28,North Texas,Memphis,42,45
2023-10-28,UTSA,East Carolina,41,27
2023-10-28,Baylor,Iowa State,18,30
2023-10-28,Auburn,Mississippi State,27,13
2023-10-28,Minnesota,Michigan State,27,12
2023-10-28,Florida,Georgia,20,43
2023-10-28,Nebraska,Purdue,31,14
2023-10-28,Utah,Oregon,6,35
2023-10-28,Miami,Virginia,29,26
2023-10-28,Louisville,Duke,23,0
2023-10-28,Texas,BYU,35,6
2023-10-28,Ohio,Miami (OH),16,30
2023-10-28,App State,Southern Miss,48,38
2023-10-28,Notre Dame,Pittsburgh,58,7
2023-10-28,Rice,Tulane,28,30
2023-10-28,California,USC,49,50
2023-10-28,South Alabama,Louisiana,20,33
2023-10-28,UL Monroe,Arkansas State,24,34
2023-10-28,Boise State,Wyoming,32,7
2023-10-28,Coastal Carolina,Marshall,34,6
2023-10-28,Kentucky,Tennessee,27,33
2023-10-28,Stanford,Washington,33,42
2023-10-28,Texas State,Troy,13,31
2023-10-28,Colorado State,Air Force,13,30
2023-10-28,Wisconsin,Ohio State,10,24
2023-10-28,Ole Miss,Vanderbilt,33,7
2023-10-28,UCLA,Colorado,28,16
2023-10-29,Georgia Tech,North Carolina,46,42
2023-10-29,Arizona State,Washington State,38,27
2023-10-29,Oklahoma State,Cincinnati,45,13
2023-10-29,James Madison,Old Dominion,30,27
2023-10-29,Arizona,Oregon State,27,24
2023-10-29,Fresno State,UNLV,31,24
2023-10-29,Nevada,New Mexico,34,24
2023-10-29,Hawai'i,San José State,0,35
2023-10-31,Central Michigan,Northern Illinois,37,31
2023-10-31,Toledo,Buffalo,31,13
2023-11-01,Bowling Green,Ball State,24,21
2023-11-01,Akron,Kent State,31,27
2023-11-02,Texas Tech,TCU,35,28
2023-11-02,Duke,Wake Forest,24,21
2023-11-02,Troy,South Alabama,28,10
2023-11-03,Syracuse,Boston College,10,17
2023-11-04,Wyoming,Colorado State,24,15
2023-11-04,North Carolina,Campbell,59,7
2023-11-04,South Carolina,Jacksonville State,38,28
2023-11-04,Texas,Kansas State,33,30
2023-11-04,Ole Miss,Texas A&M,38,35
2023-11-04,Tennessee,UConn,59,3
2023-11-04,Michigan State,Nebraska,20,17
2023-11-04,Indiana,Wisconsin,20,14
2023-11-04,Florida,Arkansas,36,39
2023-11-04,Rutgers,Ohio State,16,35
2023-11-04,Clemson,Notre Dame,31,23
2023-11-04,Sam Houston,Kennesaw State,24,21
2023-11-04,Virginia,Georgia Tech,17,45
2023-11-04,Utah,Arizona State,55,3
2023-11-04,Temple,Navy,32,18
2023-11-04,Air Force,Army,3,23
2023-11-04,UAB,Florida Atlantic,45,42
